"Mix_ProductID","Mix_ProductName","Mix_ProductDescription","Mix_ProductFunctionDes","Mix_skillLv","Mix_LiveSkllID","Mix_LiveSkllLV","Mix_ProductType","Mix_Quality","Mix_Materials01_Switch","Mix_Materials01","Mix_NumOfMaterials01","Mix_Materials02_Switch","Mix_Materials02","Mix_NumOfMaterials02","Mix_Materials03_Switch","Mix_Materials03","Mix_NumOfMaterials03","Mix_Materials04_Switch","Mix_Materials04","Mix_NumOfMaterials04","Mix_Materials05_Switch","Mix_Materials05","Mix_NumOfMaterials05","Mix_Materials06_Switch","Mix_Materials06","Mix_NumOfMaterials06","Mix_Materials07_Switch","Mix_Materials07","Mix_NumOfMaterials07","Mix_Materials08_Switch","Mix_Materials08","Mix_NumOfMaterials08","Mix_Output01","Mix_Output01_Number","Mix_Output02","Mix_Output02_Number","Mix_Output03","Mix_Output03_Number","Mix_Output04","Mix_Output04_Number","Mix_Output05","Mix_Output05_Number","Mix_Output06_EpicWeapon01","Mix_Output06_Number","Mix_Output07_EpicWeapon02","Mix_Output07_Number","Mix_Addon01","Mix_Addon02","Mix_Addon03","Mix_Addon04","Mix_Addon05","Mix_Addon06","Mix_Addon07","Mix_Addon08","Mix_Addon09","Mix_Addon10","Mix_Addon_Base","Mix_ConsumeTime","Mix_LUA","Mix_ConsumeType01","Mix_ConsumeAmount01","Mix_ConsumeType02","Mix_ConsumeAmount02","Mix_ConsumeType03","Mix_ConsumeAmount03","Mix_ConsumeType04","Mix_ConsumeAmount04"
"12","兽王腰带(70级)","兽王曾使用过的腰饰，能起到较强的防御作用","装备后增加气血和防御等人物属性。","70","0","0","113","0","1","60032","1","2","20252","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10477","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","70000","0","0","0","0","0","0"
"13","百窜云(70级)","神秘的缎带，系在腰间能起到较强的防御作用","装备后增加气血和防御等人物属性。","70","0","0","113","0","1","60032","1","2","20252","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10478","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","70000","0","0","0","0","0","0"
"14","八卦锻带(80级)","暗藏八卦玄机的腰带，能起到极强的防御作用","装备后增加气血和防御等人物属性。","80","0","0","113","0","1","60033","1","2","20253","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10479","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","80000","0","0","0","0","0","0"
"15","圣王坠(80级)","相传为伏羲遗物，戴在腰间能起到极强的防御作用","装备后增加气血和防御等人物属性。","80","0","0","113","0","1","60033","1","2","20253","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10480","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","80000","0","0","0","0","0","0"
"16","幻彩玉带(90级)","以集天界灵气之幻彩宝玉制成，有强大的护佑作用","装备后增加气血和防御等人物属性。","90","0","0","113","0","1","60034","1","2","20254","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10481","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","90000","0","0","0","0","0","0"
"17","珠翠玉环(100级)","集合千年地气生出的翡翠宝珠雕琢而成的腰带，有强大的庇佑作用。","装备后增加气血和防御等人物属性。","100","0","0","113","0","1","60035","1","2","20255","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10482","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","100000","0","0","0","0","0","0"
"18","金蟾含珠(110级)","相传“蟾”能口吐金钱为旺财之物。由金身蟾口含夜光珠再辅以金丝编织而成的腰带，世间少有，绝非人界之物。","装备后增加气血和防御等人物属性。","110","0","0","113","0","1","60036","1","2","20256","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10483","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","110000","0","0","0","0","0","0"
"19","乾坤紫玉带(120级)","千年紫玉雕琢而成的腰带，相传为道家失传的宝物，有极强的庇佑作用","装备后增加气血和防御等人物属性。","120","0","0","113","0","1","60037","1","2","20257","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10484","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","120000","0","0","0","0","0","0"
"20","琉璃寒玉带(130级)","天界银河之水经亿万年凝结而成的玉石制成的腰带，不为寻常仙物。","装备后增加气血和防御等人物属性。","130","0","0","113","0","1","60038","1","2","20258","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10485","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","130000","0","0","0","0","0","0"
"21","蝉翼鱼佩带(140级)","月宫桂树上的灵蝉身上的蝉翼以及金丝编织而成的腰带，所散发出来的灵气能抵御极强的伤害。","装备后增加气血和防御等人物属性。","140","0","0","113","0","1","60039","1","2","20259","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10486","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","140000","0","0","0","0","0","0"
"22","磐龙凤翔带(150级)","远古天神遗物，龙飞凤舞呈吉祥之态，佩戴起来能受到上古神兽的庇护。","装备后增加气血和防御等人物属性。","150","0","0","113","0","1","60040","1","2","20260","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10487","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","150000","0","0","0","0","0","0"
"23","护身符(0级)","一块护身符，佩带在身上有一定法力作用","装备后增加人物灵力。","0","0","0","114","0","1","60041","1","2","20245","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10504","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5000","2","0","3","1000","0","0","0","0","0","0"
"24","五色飞石(10级)","仙人炼制的饰品，佩带在身上有极强的法力作用","装备后增加人物灵力。","10","0","0","114","0","1","60042","1","2","20246","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10505","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","2","0","3","1000","0","0","0","0","0","0"
"25","珍珠链(20级)","一串珍珠，佩带在身上有一定法力作用","装备后增加人物灵力。","20","0","0","114","0","1","60043","1","2","20247","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10506","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20000","2","0","3","1000","0","0","0","0","0","0"
"26","骷髅吊坠(30级)","皮绳上吊着一个骷髅，佩带在身上有一定法力作用","装备后增加人物灵力。","30","0","0","114","0","1","60044","1","2","20248","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10507","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30000","2","0","3","1000","0","0","0","0","0","0"
"27","苍魂珠(30级)","据说珠里附有魂魄，佩带在身上有较强的法力作用","装备后增加人物灵力。","30","0","0","114","0","1","60044","1","2","20248","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10508","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30000","2","0","3","1000","0","0","0","0","0","0"
"28","江湖夜雨(40级)","流传于中土的奇异饰物，佩带在身上有较强的法力作用","装备后增加人物灵力。","40","0","0","114","0","1","60045","1","2","20249","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10509","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40000","2","0","3","1000","0","0","0","0","0","0"
"29","九宫坠(40级)","以九宫制成的坠子，佩带在身上有较强的法力作用","装备后增加人物灵力。","40","0","0","114","0","1","60045","1","2","20249","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10510","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40000","2","0","3","1000","0","0","0","0","0","0"
"30","荧光坠子(50级)","有荧光的宝石，佩带在身上有相当强的法力作用","装备后增加人物灵力。","50","0","0","114","0","1","60046","1","2","20250","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10511","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50000","2","0","3","1000","0","0","0","0","0","0"
"31","高速之星(50级)","神秘的项圈，来历至今无人知晓","装备后增加人物灵力。","50","0","0","114","0","1","60046","1","2","20250","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10512","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50000","2","0","3","1000","0","0","0","0","0","0"
"32","风月宝链(60级)","名家制成的精致饰品，佩带在身上有较强的法力作用","装备后增加人物灵力。","60","0","0","114","0","1","60047","1","2","20251","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10513","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60000","2","0","3","1000","0","0","0","0","0","0"
"33","八卦坠(60级)","以八卦制成的饰物，佩带在身上有较强的法力作用","装备后增加人物灵力。","60","0","0","114","0","1","60047","1","2","20251","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10514","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60000","2","0","3","1000","0","0","0","0","0","0"
"34","碧水青龙(70级)","龙形环状可戴在项部，有相当的法力作用","装备后增加人物灵力。","70","0","0","114","0","1","60048","1","2","20252","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10515","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70000","2","0","3","1000","0","0","0","0","0","0"
"35","鬼牙攫魂(70级)","来自阴间的饰物，佩带在身上有较强的法力作用","装备后增加人物灵力。","70","0","0","114","0","1","60048","1","2","20252","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10516","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70000","2","0","3","1000","0","0","0","0","0","0"
"36","万里卷云(80级)","据说是大禹留下的宝物，佩带在身上有极强的法力作用","装备后增加人物灵力。","80","0","0","114","0","1","60049","1","2","20253","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10517","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80000","2","0","3","1000","0","0","0","0","0","0"
"37","疾风之铃(80级)","来历不详的神秘饰物，佩带在身上有极强的法力作用","装备后增加人物灵力。","80","0","0","114","0","1","60049","1","2","20253","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10518","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80000","2","0","3","1000","0","0","0","0","0","0"
"38","七彩玲珑(90级)","串有七彩玲珑的珍珠，集海之灵气，给予佩戴者祥瑞祝福","装备后增加人物灵力。","90","0","0","114","0","1","60050","1","2","20254","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10519","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90000","2","0","3","1000","0","0","0","0","0","0"
"39","黄玉琉佩(100级)","女娲补天遗留下的神石雕琢而成，拥有神奇的灵力。","装备后增加人物灵力。","100","0","0","114","0","1","60051","1","2","20255","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10520","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","2","0","3","1000","0","0","0","0","0","0"
"40","鸾飞凤舞(110级)","仙界仙女们常佩之物。呈祥瑞和平之气，定能给佩戴者带来好运。","装备后增加人物灵力。","110","0","0","114","0","1","60052","1","2","20256","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10521","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110000","2","0","3","1000","0","0","0","0","0","0"
"41","衔珠金凤佩(120级)","相传曾为嫦娥仙子佩戴之物。此物寓示着美好的追求与向往。","装备后增加人物灵力。","120","0","0","114","0","1","60053","1","2","20257","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10522","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120000","2","0","3","1000","0","0","0","0","0","0"
"42","七璜珠玉佩(130级)","以七个天珠以及天丝编制而成的坠子。集天地之灵气，能给予佩戴者吉祥如意。","装备后增加人物灵力。","130","0","0","114","0","1","60054","1","2","20258","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10523","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130000","2","0","3","1000","0","0","0","0","0","0"
"43","鎏金点翠佩(140级)","玉皇大帝平常佩戴之物，集合了仙界之力，给予佩戴者神奇的魔力。","装备后增加人物灵力。","140","0","0","114","0","1","60055","1","2","20259","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10524","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140000","2","0","3","1000","0","0","0","0","0","0"
"44","紫金碧玺佩(150级)","上古神兽遗留之物。四颗碧玉珠似乎依附着神奇的魔力。","装备后增加人物灵力。","150","0","0","114","0","1","60056","1","2","20260","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10525","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150000","2","0","3","1000","0","0","0","0","0","0"
