"Mix_ProductID","Mix_ProductName","Mix_ProductDescription","Mix_ProductFunctionDes","Mix_skillLv","Mix_LiveSkllID","Mix_LiveSkllLV","Mix_ProductType","Mix_Quality","Mix_Materials01_Switch","Mix_Materials01","Mix_NumOfMaterials01","Mix_Materials02_Switch","Mix_Materials02","Mix_NumOfMaterials02","Mix_Materials03_Switch","Mix_Materials03","Mix_NumOfMaterials03","Mix_Materials04_Switch","Mix_Materials04","Mix_NumOfMaterials04","Mix_Materials05_Switch","Mix_Materials05","Mix_NumOfMaterials05","Mix_Materials06_Switch","Mix_Materials06","Mix_NumOfMaterials06","Mix_Materials07_Switch","Mix_Materials07","Mix_NumOfMaterials07","Mix_Materials08_Switch","Mix_Materials08","Mix_NumOfMaterials08","Mix_Output01","Mix_Output01_Number","Mix_Output02","Mix_Output02_Number","Mix_Output03","Mix_Output03_Number","Mix_Output04","Mix_Output04_Number","Mix_Output05","Mix_Output05_Number","Mix_Output06_EpicWeapon01","Mix_Output06_Number","Mix_Outpit07_EpicWeapon02","Mix_Output07_Number","Mix_Addon01","Mix_Addon02","Mix_Addon03","Mix_Addon04","Mix_Addon05","Mix_Addon06","Mix_Addon07","Mix_Addon08","Mix_Addon09","Mix_Addon10","Mix_Addon_Base","Mix_ConsumeTime","Mix_LUA","Mix_ConsumeType01","Mix_ConsumeAmount01","Mix_ConsumeType02","Mix_ConsumeAmount02","Mix_ConsumeType03","Mix_ConsumeAmount03","Mix_ConsumeType04","Mix_ConsumeAmount04"
"11","1级法宝-救命猴毛","佩带后25%机率复活25%血量","右键点击装备","0","0","0","110","0","1","80700","1","1","80701","10","1","80702","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80510","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","1000000","0","0","0","0","0","0"
"12","1级法宝-流影云笛","佩带后WZ封印机率提高10%","右键点击装备","0","0","0","110","0","1","80700","1","1","80701","10","1","80702","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80511","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","1000000","0","0","0","0","0","0"
"13","1级法宝-兽王令","佩带后使鹰击目标加一","右键点击装备","0","0","0","110","0","1","80700","1","1","80701","10","1","80702","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80512","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","1000000","0","0","0","0","0","0"
"14","2级法宝-龙鳞","佩带后可使龙宫法术技能忽视30%法防","右键点击装备","0","0","0","111","0","1","80700","1","1","80701","20","1","80702","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80600","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","5000000","0","0","0","0","0","0"
"15","2级法宝-迷魂灯","佩带后增加30%的血量并每回回复自身等级*3的血量","右键点击装备","0","0","0","111","0","1","80700","1","1","80701","20","1","80702","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80601","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","5000000","0","0","0","0","0","0"
"16","2级法宝-定风珠","佩带后增加30%的速度","右键点击装备","0","0","0","111","0","1","80700","1","1","80701","20","1","80702","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80602","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","5000000","0","0","0","0","0","0"
"17","2级法宝-雷兽","佩带后可使雷霆目标加一","右键点击装备","0","0","0","111","0","1","80700","1","1","80701","20","1","80702","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80603","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","5000000","0","0","0","0","0","0"
"18","2级法宝-慈悲","佩带后可使回复技能回血时有并出现暴击（数据随机浮动）","右键点击装备","0","0","0","111","0","1","80700","1","1","80701","20","1","80702","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80604","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","5000000","0","0","0","0","0","0"
"19","2级法宝-附灵玉","佩带后增加10%的灵力10%闪掉法术攻击","右键点击装备","0","0","0","111","0","1","80700","1","1","80701","20","1","80702","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80605","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","5000000","0","0","0","0","0","0"
"20","2级法宝-干将","佩带后增加大唐官府技能伤害","右键点击装备","0","0","0","111","0","1","80700","1","1","80701","20","1","80702","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80606","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","5000000","0","0","0","0","0","0"
"21","2级法宝-金甲仙衣","佩带后增加10%的防御，并30%机率反弹50%受到的近身攻击","右键点击装备","0","0","0","111","0","1","80700","1","1","80701","20","1","80702","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80607","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","5000000","0","0","0","0","0","0"
"22","2级法宝-赤焰","佩带后可使魔王寨法术提高30%暴击率","右键点击装备","0","0","0","111","0","1","80700","1","1","80701","20","1","80702","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80608","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","5000000","0","0","0","0","0","0"
"23","2级法宝-九幽","佩带后可使尸腐毒目标加一效果可与1级法宝叠加","右键点击装备","0","0","0","111","0","1","80700","1","1","80701","20","1","80702","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80609","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","5000000","0","0","0","0","0","0"
"24","2级法宝-救命猴毛","佩带后35%机率复活50%血量","右键点击装备","0","0","0","111","0","1","80700","1","1","80701","20","1","80702","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80610","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","5000000","0","0","0","0","0","0"
"25","2级法宝-流影云笛","佩带后可使烟雨机率2-3连","右键点击装备","0","0","0","111","0","1","80700","1","1","80701","20","1","80702","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80611","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","5000000","0","0","0","0","0","0"
"26","2级法宝-兽王令","佩带后可使狮陀岭技能忽视20物防","右键点击装备","0","0","0","111","0","1","80700","1","1","80701","20","1","80702","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80612","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","5000000","0","0","0","0","0","0"
"27","1级法宝-金瓶梅","佩带后使女儿村封印机率提高10%","右键点击装备","0","0","0","110","0","1","80700","1","1","80701","10","1","80702","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80513","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","1000000","0","0","0","0","0","0"
"28","2级法宝-金瓶梅","佩带后使女儿村暗器伤害增加","右键点击装备","0","0","0","111","0","1","80700","1","1","80701","20","1","80702","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80613","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","5000000","0","0","0","0","0","0"
