"Mix_ProductID","Mix_ProductName","Mix_ProductDescription","Mix_ProductFunctionDes","Mix_skillLv","Mix_LiveSkllID","Mix_LiveSkllLV","Mix_ProductType","Mix_Quality","Mix_Materials01_Switch","Mix_Materials01","Mix_NumOfMaterials01","Mix_Materials02_Switch","Mix_Materials02","Mix_NumOfMaterials02","Mix_Materials03_Switch","Mix_Materials03","Mix_NumOfMaterials03","Mix_Materials04_Switch","Mix_Materials04","Mix_NumOfMaterials04","Mix_Materials05_Switch","Mix_Materials05","Mix_NumOfMaterials05","Mix_Materials06_Switch","Mix_Materials06","Mix_NumOfMaterials06","Mix_Materials07_Switch","Mix_Materials07","Mix_NumOfMaterials07","Mix_Materials08_Switch","Mix_Materials08","Mix_NumOfMaterials08","Mix_Output01","Mix_Output01_Number","Mix_Output02","Mix_Output02_Number","Mix_Output03","Mix_Output03_Number","Mix_Output04","Mix_Output04_Number","Mix_Output05","Mix_Output05_Number","Mix_Output06_EpicWeapon01","Mix_Output06_Number","Mix_Output07_EpicWeapon02","Mix_Output07_Number","Mix_Addon01","Mix_Addon02","Mix_Addon03","Mix_Addon04","Mix_Addon05","Mix_Addon06","Mix_Addon07","Mix_Addon08","Mix_Addon09","Mix_Addon10","Mix_Addon_Base","Mix_ConsumeTime","Mix_LUA","Mix_ConsumeType01","Mix_ConsumeAmount01","Mix_ConsumeType02","Mix_ConsumeAmount02","Mix_ConsumeType03","Mix_ConsumeAmount03","Mix_ConsumeType04","Mix_ConsumeAmount04"
"19","点星芒(110级)白·Ⅳ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","110","0","0","213","0","1","60342","1","2","80213","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80677","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","110000","0","0","0","0","0","0"
"20","点星芒(110级)玄·Ⅳ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","110","0","0","213","0","1","60343","1","2","80213","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80678","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","110000","0","0","0","0","0","0"
"21","点星芒(110级)麟·Ⅳ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","110","0","0","213","0","1","60344","1","2","80213","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80679","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","110000","0","0","0","0","0","0"
"22","点星芒(110级)獬·Ⅳ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","110","0","0","213","0","1","60345","1","2","80213","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80680","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","110000","0","0","0","0","0","0"
"23","点星芒(110级)青·Ⅳ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","110","0","0","213","0","1","60346","1","2","80213","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80681","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","110000","0","0","0","0","0","0"
"24","点星芒(110级)朱·Ⅳ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","110","0","0","213","0","1","60347","1","2","80213","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80682","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","110000","0","0","0","0","0","0"
"25","凤羽流苏(120级)白·Ⅴ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","120","0","0","214","0","1","60348","1","2","80214","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80683","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","120000","0","0","0","0","0","0"
"26","凤羽流苏(120级)玄·Ⅴ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","120","0","0","214","0","1","60349","1","2","80214","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80684","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","120000","0","0","0","0","0","0"
"27","凤羽流苏(120级)麟·Ⅴ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","120","0","0","214","0","1","60350","1","2","80214","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80685","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","120000","0","0","0","0","0","0"
"28","凤羽流苏(120级)獬·Ⅴ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","120","0","0","214","0","1","60351","1","2","80214","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80686","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","120000","0","0","0","0","0","0"
"29","凤羽流苏(120级)青·Ⅴ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","120","0","0","214","0","1","60352","1","2","80214","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80687","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","120000","0","0","0","0","0","0"
"30","凤羽流苏(120级)朱·Ⅴ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","120","0","0","214","0","1","60353","1","2","80214","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80688","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","120000","0","0","0","0","0","0"
"31","焰云霞珠(130级)白·Ⅵ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","130","0","0","215","0","1","60354","1","2","80215","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80689","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","130000","0","0","0","0","0","0"
"32","焰云霞珠(130级)玄·Ⅵ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","130","0","0","215","0","1","60355","1","2","80215","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80690","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","130000","0","0","0","0","0","0"
"33","焰云霞珠(130级)麟·Ⅵ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","130","0","0","215","0","1","60356","1","2","80215","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80691","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","130000","0","0","0","0","0","0"
"34","焰云霞珠(130级)獬·Ⅵ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","130","0","0","215","0","1","60357","1","2","80215","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80692","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","130000","0","0","0","0","0","0"
"35","焰云霞珠(130级)青·Ⅵ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","130","0","0","215","0","1","60358","1","2","80215","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80693","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","130000","0","0","0","0","0","0"
"36","焰云霞珠(130级)朱·Ⅵ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","130","0","0","215","0","1","60359","1","2","80215","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80694","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","130000","0","0","0","0","0","0"
"37","金水菩提(140级)白·Ⅶ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","140","0","0","216","0","1","60360","1","2","80216","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80695","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","140000","0","0","0","0","0","0"
"38","金水菩提(140级)玄·Ⅶ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","140","0","0","216","0","1","60361","1","2","80216","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80696","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","140000","0","0","0","0","0","0"
"39","金水菩提(140级)麟·Ⅶ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","140","0","0","216","0","1","60362","1","2","80216","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80697","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","140000","0","0","0","0","0","0"
"40","金水菩提(140级)獬·Ⅶ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","140","0","0","216","0","1","60363","1","2","80216","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80698","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","140000","0","0","0","0","0","0"
"41","金水菩提(140级)青·Ⅶ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","140","0","0","216","0","1","60364","1","2","80216","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80699","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","140000","0","0","0","0","0","0"
"42","金水菩提(140级)朱·Ⅶ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","140","0","0","216","0","1","60365","1","2","80216","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80700","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","140000","0","0","0","0","0","0"
"43","冰清玉洁(150级)白·Ⅷ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","150","0","0","217","0","1","60366","1","2","80217","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80701","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","150000","0","0","0","0","0","0"
"44","冰清玉洁(150级)玄·Ⅷ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","150","0","0","217","0","1","60367","1","2","80217","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80702","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","150000","0","0","0","0","0","0"
"45","冰清玉洁(150级)麟·Ⅷ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","150","0","0","217","0","1","60368","1","2","80217","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80703","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","150000","0","0","0","0","0","0"
"46","冰清玉洁(150级)獬·Ⅷ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","150","0","0","217","0","1","60369","1","2","80217","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80704","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","150000","0","0","0","0","0","0"
"47","冰清玉洁(150级)青·Ⅷ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","150","0","0","217","0","1","60370","1","2","80217","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80705","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","150000","0","0","0","0","0","0"
"48","冰清玉洁(150级)朱·Ⅷ","一块精致的护符，据说可以庇佑天下万千事物，且会给佩带者带来特别的力量。","装备后增加一定比例的人物属性。","150","0","0","217","0","1","60371","1","2","80217","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80706","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","150000","0","0","0","0","0","0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
