"item_id","item_type","name","eqType","color","rare","root_id","description","functionDes","g_price","m_price","memberUse","script","script_battle","item_unique","item_TimeLimit","item_TimeLimitType","item_GenerateLimit","item_GenerateLimit_Time","item_GenerateLimit_Count","reqSexClass1","reqSexClass2","reqFaction","reqLv","consume","questItem","soulBound","dumpable","sellable","droppable","repair","godWeapon","steal","Identify","Identify2","strLv","eqQuality","eqQuality2","ATK_Base","HIT_Base","DEF_Base","HP_Base","SPD_Base","EVA_Base","SP_Base","POW_Base","ATK_Qual","HIT_Qual","DEF_Qual","HP_Qual","SPD_Qual","EVA_Qual","SP_Qual","POW_Qual","ATK_Strth","HIT_Strth","DEF_Strth","HP_Strth","SPD_Strth","EVA_Strth","SP_Strth","POW_Strth","useCount","overlap","usePlace","form","targetType","target","use_baseElement","coolType","coolTime","periodType","period","nTarget","restoreType","restore_HP","restore_mHP","restore_SP","restore_mSP","restore_VP","restore_DP","restore_WC","restore_favor","bagSlot","eq_baseElement","eq_maxEnduring","eq_maxUpgrade","eq_minGem","eq_maxGem","STA_d","STA_u","SPR_d","SPR_u","STR_d","STR_u","CON_d","CON_u","AGI_d","AGI_u","ATK_d","ATK_u","DEF_d","DEF_u","HIT_d","HIT_u","EVA_d","EVA_u","PWD_d","PWD_u","SPD_d","SPD_u","maxHP_d","maxHP_u","maxSP_d","maxSP_u","maxVP_d","maxVP_u","wind_d","wind_u","windopp_d","windopp_u","windign_d","windign_u","winddeb_d","winddeb_u","dust_d","dust_u","dustopp_d","dustopp_u","dustign_d","dustign_u","dustdeb_d","dustdeb_u","water_d","water_u","wateropp_d","wateropp_u","waterign_d","waterign_u","waterdeb_d","waterdeb_u","fire_d","fire_u","fireopp_d","fireopp_u","fireign_d","fireign_u","firedeb_d","firedeb_u","iconLight","weaponLight","icon1","icon2","icon3","item_AtkEffect","item_HurtEffect","item_SparkEffect","item_AtkSound","item_HurtSound","item_SparkSound","eq_Outlook1","eqo1_atk1_sound","eqo1_atk2_sound","eq_Outlook2","eqo2_atk1_sound","eqo2_atk2_sound","eq_Color","eq_colorPalette1","eq_colorPalette2","eq_colorPalette3","eq_colorPalette4","eq_colorPalette5","skill_id","probability","item_Donate","itemset_id","add_friendly"
"10010","4","鬼切草","0","3","3","10001","产自阴间的药草，由于长年在阴湿之地，故而有很强的药力，可以补充少量法力。","【功效】恢复魔法40点","200","0","1","","","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","30","0","2","4","0","0","0","0","0","0","1","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Item-GQC.ent","Item-GQC-s.ent","Item-GQC-t.ent","0","JLTX.ent","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","",""
"10011","4","七叶莲","0","3","3","10011","“出污泥而不染”七片叶子的莲花更是稀有品种，难得可贵的是，这种莲花具有药性。可以补充少量气血。","【功效】恢复气血60点","150","0","1","","","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","30","0","2","4","0","0","0","0","0","0","1","0","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Item-YP-QYL.ent","Item-YP-QYL-s.ent","Item-YP-QYL-t.ent","0","JXTX.ent","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","",""
"10012","4","九香虫","0","3","3","10012","带有药性的虫，因为与异花生活在一起，通体散发着浓浓的异香，具有一定疗伤效果。","【功效】治疗15点的伤势","140","0","1","","","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","30","0","2","4","0","0","0","0","0","0","1","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Item-YP-JXC.ent","Item-YP-JXC-s.ent","Item-YP-JXC-t.ent","0","JSTX.ent","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","",""
"10013","4","月见草","0","3","3","10013","生长在暗处的药草，由于吸取月华的缘故，阴气很重，可以补充少量气血和法力。","【功效】恢复气血40点、魔法30点","250","0","1","","","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","30","0","2","4","0","0","0","0","0","0","1","0","40","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Item-YUEJIANCAO.ent","Item-YUEJIANCAO-s.ent","Item-YUEJIANCAO-t.ent","0","JSTX.ent","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","",""
"10014","4","百色花","0","3","3","10014","海外仙草，原产于方壶岛，兼百花之灵气，可以补充少量法力。","【功效】恢复魔法30点","140","0","1","","","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","30","0","2","4","0","0","0","0","0","0","1","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Item-BSH.ent","Item-BSH-s.ent","Item-BSH-t.ent","0","JLTX.ent","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","",""
"10015","4","佛手","0","3","3","10015","非常常见的药物，因其外貌酷似佛的手指而得名，可以补充少量法力。","【功效】恢复魔法20点","80","0","1","","","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","30","0","2","4","0","0","0","0","0","0","1","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Item-YP-FS.ent","Item-YP-FS-s.ent","Item-YP-FS-t.ent","0","JLTX.ent","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","",""
"10016","4","香叶","0","3","3","10016","散发香气的药草叶子可以补充少量的法力。","【功效】恢复魔法30点","140","0","1","","","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","30","0","2","4","0","0","0","0","0","0","1","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Item-YP-XY.ent","Item-YP-XY-s.ent","Item-YP-XY-t.ent","0","JLTX.ent","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","",""
"10017","2","包子","0","3","3","10017","精面粉制作的肉包子味道非常好。","【功效】恢复气血100点，非战斗时才可食用","100","0","1","item10017.lua","","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","30","2","2","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Item-BZ.ent","Item-BZ-s.ent","Item-BZ-t.ent","0","JXTX.ent","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","",""
"10018","4","白玉骨头","0","3","3","10018","东方白明国药兽的骨头，具有很强的药性，可以补充少量法力。","【功效】恢复魔法40点","200","0","1","","","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","30","0","2","4","0","0","0","0","0","0","1","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Item-BYGT.ent","Item-BYGT-s.ent","Item-BYGT-t.ent","0","JLTX.ent","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","",""
"10019","4","龙须草","0","3","3","10019","《古今注》曰：“世称黄帝炼丹于凿砚山，乃得仙，乘龙上天。群臣援龙须，须堕而生草，曰龙须”，可以补充少量法力。","【功效】恢复魔法30点","140","0","1","","","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","30","0","2","4","0","0","0","0","0","0","1","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Item-YP-LXC.ent","Item-YP-LXC-s.ent","Item-YP-LXC-t.ent","0","JLTX.ent","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","",""
"10020","4","八角莲叶","0","3","3","10020","八角形状的莲叶，是非常少见的药物，产自西牛贺洲，可补充少量气血，具有疗伤的作用。","【功效】恢复气血60点，治疗15点的伤势","300","0","1","item10020.lua","","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","30","0","2","4","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Item-BJLY.ent","Item-BJLY-s.ent","Item-BJLY-t.ent","0","JSTX.ent","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","",""
"10021","4","天青地白","0","3","3","10021","产于北方的药草，天青色的花，青白色的叶，具有药性。可补充少量气血。","【功效】恢复气血80点","200","0","1","","","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","30","0","2","4","0","0","0","0","0","0","1","0","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Item-YP-TQDB.ent","Item-YP-TQDB-s.ent","Item-YP-TQDB-t.ent","0","JXTX.ent","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","",""
"10022","4","人参","0","3","3","10022","千年的老参，药性很强，可以补充些许气血，具有一定疗伤作用。","【功效】恢复气血80点，治疗20点的伤势","400","0","1","item10022.lua","","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","30","0","2","4","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Item-RS.ent","Item-RS-s.ent","Item-RS-t.ent","0","JSTX.ent","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","",""
"10023","4","曼陀罗花","0","3","3","10023","常用的药草之一，华佗当年配制麻沸散的主要原料。可以补充少量法力。","【功效】恢复魔法50点","275","0","1","","","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","30","0","2","4","0","0","0","0","0","0","1","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Item-YP-MTLH.ent","Item-YP-MTLH-s.ent","Item-YP-MTLH-t.ent","0","JLTX.ent","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","",""
"10024","4","灵脂","0","3","3","10024","采天地灵气而生的药物，又称三秀，可补充少量的法力。","【功效】补充魔法40点","200","0","1","","","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","30","0","2","4","0","0","0","0","0","0","1","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Item-YP-LZ.ent","Item-YP-LZ-s.ent","Item-YP-LZ-t.ent","0","JLTX.ent","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","",""
"10025","4","水黄莲","0","3","3","10025","产于南方水乡，非常少见，同样也非常珍贵，具有一定疗伤作用。","【功效】治疗20点伤势","175","0","1","","","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","30","0","2","4","0","0","0","0","0","0","1","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Item-YP-SLH.ent","Item-YP-SLH-s.ent","Item-YP-SLH-t.ent","0","JSTX.ent","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","",""
