"Title_id","Title_Type","Title_Name","Title_Color","Title_PreNameType","Title_RankType","Title_RankSubType","Title_StartRank","Title_EndRank","Title_TimeLimitType","Title_TimeLimit","Title_ExpireDate"
"204","0","一代豪侠","2","0","0","0","0","0","0","0","0"
"205","0","威震天下","3","0","0","0","0","0","0","0","0"
"206","0","天外飞仙","4","0","0","0","0","0","0","0","0"
"207","0","虎胆少年","1","0","0","0","0","0","0","0","0"
"208","0","精金良玉","1","0","0","0","0","0","0","0","0"
"209","0","铁血英雄","1","0","0","0","0","0","0","0","0"
"210","0","大漠孤鹰","2","0","0","0","0","0","0","0","0"
"211","0","草莽英豪","2","0","0","0","0","0","0","0","0"
"212","0","粉黛佳人","1","0","0","0","0","0","0","0","0"
"213","0","盈香红袖","1","0","0","0","0","0","0","0","0"
"214","0","风尘侠女","1","0","0","0","0","0","0","0","0"
"215","0","塞上奇葩","2","0","0","0","0","0","0","0","0"
"216","0","惊鸿艳影","2","0","0","0","0","0","0","0","0"
"217","0","江湖混混","1","0","0","0","0","0","0","0","0"
"218","0","鬼灵精怪","1","0","0","0","0","0","0","0","0"
"219","0","妙手奇才","1","0","0","0","0","0","0","0","0"
"220","0","赌道圣手","2","0","0","0","0","0","0","0","0"
"221","0","千王之王","2","0","0","0","0","0","0","0","0"
"222","0","无瑕璞玉","1","0","0","0","0","0","0","0","0"
"223","0","玲珑丽人","1","0","0","0","0","0","0","0","0"
"224","0","素手红颜","1","0","0","0","0","0","0","0","0"
"225","0","月下灵姝","2","0","0","0","0","0","0","0","0"
"226","0","千手观音","2","0","0","0","0","0","0","0","0"
"227","0","药谷顽童","1","0","0","0","0","0","0","0","0"
"228","0","青衣秀士","1","0","0","0","0","0","0","0","0"
"229","0","谦谦君子","1","0","0","0","0","0","0","0","0"
"230","0","妙手神医","2","0","0","0","0","0","0","0","0"
"231","0","济世尊者","2","0","0","0","0","0","0","0","0"
"232","0","楚楚伊人","1","0","0","0","0","0","0","0","0"
"233","0","冰雪可人","1","0","0","0","0","0","0","0","0"
"234","0","蕙质兰心","1","0","0","0","0","0","0","0","0"
"235","0","博才秀女","2","0","0","0","0","0","0","0","0"
"236","0","豪门千金","2","0","0","0","0","0","0","0","0"
"237","0","门前侍者","1","0","0","0","0","0","0","0","0"
"238","0","奇门怪才","1","0","0","0","0","0","0","0","0"
"239","0","百毒郎君","1","0","0","0","0","0","0","0","0"
"240","0","夺命毒手","2","0","0","0","0","0","0","0","0"
"241","0","噬血毒王","2","0","0","0","0","0","0","0","0"
"242","0","引路小鬟","1","0","0","0","0","0","0","0","0"
"243","0","豆蔻伊人","1","0","0","0","0","0","0","0","0"
"244","0","红粉青娥","1","0","0","0","0","0","0","0","0"
"245","0","巧手娇娘","2","0","0","0","0","0","0","0","0"
"246","0","毒手罗刹","2","0","0","0","0","0","0","0","0"
"247","0","山涧灵童","1","0","0","0","0","0","0","0","0"
"248","0","圣域侍使","1","0","0","0","0","0","0","0","0"
"249","0","清心隐士","1","0","0","0","0","0","0","0","0"
"250","0","无忧圣者","2","0","0","0","0","0","0","0","0"
"251","0","逍遥散人","2","0","0","0","0","0","0","0","0"
"252","0","窈窕淑女","1","0","0","0","0","0","0","0","0"
"253","0","婷婷玉人","1","0","0","0","0","0","0","0","0"
"254","0","空谷幽兰","1","0","0","0","0","0","0","0","0"
"255","0","倾国倾城","2","0","0","0","0","0","0","0","0"
"256","0","无双圣女","2","0","0","0","0","0","0","0","0"
"257","0","拼命三郎","1","0","0","0","0","0","0","0","0"
"258","0","青衣死士","1","0","0","0","0","0","0","0","0"
"259","0","神练狂徒","1","0","0","0","0","0","0","0","0"
"260","0","风云狂客","2","0","0","0","0","0","0","0","0"
"261","0","刀剑至尊","2","0","0","0","0","0","0","0","0"
"262","0","巡城小差","1","0","0","0","0","0","0","0","0"
"263","0","公门义士","1","0","0","0","0","0","0","0","0"
"264","0","京城名捕","1","0","0","0","0","0","0","0","0"
"265","0","大内密探","2","0","0","0","0","0","0","0","0"
"266","0","国士无双","2","0","0","0","0","0","0","0","0"
"267","0","小家碧玉","1","0","0","0","0","0","0","0","0"
"268","0","飒爽红妆","1","0","0","0","0","0","0","0","0"
"269","0","巾帼女杰","1","0","0","0","0","0","0","0","0"
"270","0","女中尧舜","2","0","0","0","0","0","0","0","0"
"271","0","至尊红颜","2","0","0","0","0","0","0","0","0"
"272","0","摄心魔女","1","0","0","0","0","0","0","0","0"
"273","0","百媚艳姬","1","0","0","0","0","0","0","0","0"
"274","0","索命魅影","1","0","0","0","0","0","0","0","0"
"275","0","玉面罗刹","2","0","0","0","0","0","0","0","0"
"276","0","噬魂魔魅","2","0","0","0","0","0","0","0","0"
"277","0","杏林新秀","1","0","0","0","0","0","0","0","0"
"278","0","妙手神医","1","0","0","0","0","0","0","0","0"
"279","0","泽被苍生","2","0","0","0","0","0","0","0","0"
"280","0","赏金猎人","1","0","0","0","0","0","0","0","0"
"281","0","冷面杀手","1","0","0","0","0","0","0","0","0"
"282","0","催命阎罗","2","0","0","0","0","0","0","0","0"
"283","0","飞檐小贼","1","0","0","0","0","0","0","0","0"
"284","0","独行大盗","1","0","0","0","0","0","0","0","0"
"285","0","无影神偷","2","0","0","0","0","0","0","0","0"
"286","0","江湖游侠","1","0","0","0","0","0","0","0","0"
"287","0","风流剑客","1","0","0","0","0","0","0","0","0"
"288","0","侠之大者","2","0","0","0","0","0","0","0","0"
"351","0","循循善诱","1","0","0","0","0","0","0","0","0"
"352","0","良师益友","1","0","0","0","0","0","0","0","0"
"353","0","诲人不倦","2","0","0","0","0","0","0","0","0"
"354","0","至圣先师","3","0","0","0","0","0","0","0","0"
"355","1","的徒弟","1","1","0","0","0","0","0","0","0"
"356","1","的老公♂","1","5","0","0","0","0","0","0","0"
"357","1","的老婆♀","1","6","0","0","0","0","0","0","0"
"358","1","","1","0","0","0","0","0","0","0","0"
"401","0","妙笔生花","3","0","0","0","0","0","1","25","0"
"402","0","才识过人","2","0","0","0","0","0","1","25","0"
"403","0","谁与争锋","3","0","0","0","0","0","1","25","0"
"404","0","骁勇善战","2","0","0","0","0","0","1","25","0"
"405","0","文举人","2","0","0","0","0","0","1","25","0"
"406","0","武举人","2","0","0","0","0","0","1","25","0"
"601","0","车前马卒","0","0","0","0","0","0","0","0","0"
"602","0","驾轻就熟","0","0","0","0","0","0","0","0","0"
"603","0","走南闯北","0","0","0","0","0","0","0","0","0"
"604","0","镖行天下","1","0","0","0","0","0","0","0","0"
"605","0","行者无疆","2","0","0","0","0","0","0","0","0"
"606","0","心里有个人","2","0","0","0","0","0","0","0","0"
"607","0","飞星传情","0","0","0","0","0","0","0","0","0"
"608","0","瘟疫扫荡者","1","0","0","0","0","0","1","30","0"
"609","0","由我带路","0","0","0","0","0","0","0","0","0"
"610","0","人肉指南","1","0","0","0","0","0","0","0","0"
"611","0","江湖向导","2","0","0","0","0","0","0","0","0"
"612","0","带团使者","3","0","0","0","0","0","0","0","0"
"613","0","金牌指引","4","0","0","0","0","0","0","0","0"
"614","0","情比金坚","3","0","0","0","0","0","0","0","0"
"615","0","超级新人王","3","0","0","0","0","0","0","0","0"
"616","0","举步生风","2","0","0","0","0","0","1","21","0"
"617","0","雷厉风行","3","0","0","0","0","0","1","21","0"
"618","0","速战速决","4","0","0","0","0","0","1","21","0"
"619","0","苍穹神剑","0","0","0","0","0","0","0","0","0"
"620","0","圆月弯刀","0","0","0","0","0","0","0","0","0"
"621","0","凤舞九天","0","0","0","0","0","0","0","0","0"
"622","0","紫禁之巅","0","0","0","0","0","0","0","0","0"
"623","0","新月传奇","0","0","0","0","0","0","0","0","0"
"624","0","护花铃","0","0","0","0","0","0","0","0","0"
"625","0","多情剑","0","0","0","0","0","0","0","0","0"
"626","0","霸王枪","0","0","0","0","0","0","0","0","0"
"627","0","玩家论坛版主","2","0","0","0","0","0","0","0","0"
"628","0","玩家特约记者","2","0","0","0","0","0","0","0","0"
"629","0","烧双达人","2","0","0","0","0","0","0","0","0"
"630","0","疯狂冲级王","3","0","0","0","0","0","0","0","0"
"631","0","名师出高徒","1","0","0","0","0","0","0","0","0"
"632","0","紫禁之巅试身手","0","0","0","0","0","0","0","0","0"
"633","0","紫禁之巅初有成","1","0","0","0","0","0","0","0","0"
"634","0","紫禁之巅现锋芒","1","0","0","0","0","0","0","0","0"
"635","0","紫禁之巅扬威名","2","0","0","0","0","0","0","0","0"
"636","0","紫禁之巅傲群雄","3","0","0","0","0","0","0","0","0"
"637","0","紫禁之巅叱九宵","4","0","0","0","0","0","0","0","0"
"638","0","其实我很穷","4","0","0","0","0","0","0","0","0"
"639","0","天下第一帮","3","0","0","0","0","0","1","30","0"
"640","0","飘香剑雨","0","0","0","0","0","0","0","0","0"
"641","0","踏月留香","0","0","0","0","0","0","0","0","0"
"642","0","长生剑","0","0","0","0","0","0","0","0","0"
"643","0","中国帮[中国]","3","0","0","0","0","0","0","0","0"
"644","0","台湾帮[Taiwan]","3","0","0","0","0","0","0","0","0"
"645","0","香港帮[HongKong]","3","0","0","0","0","0","0","0","0"
"646","0","闯南雄师","4","0","0","0","0","0","0","0","0"
"647","0","踏北铁骑","4","0","0","0","0","0","0","0","0"
"648","0","越南帮[Vietnam]","3","0","0","0","0","0","0","0","0"
"649","0","无名氏[Neutral]","3","0","0","0","0","0","0","0","0"
"650","4","一级通缉犯","6","0","0","0","0","0","0","0","0"
"651","4","二级通缉犯","6","0","0","0","0","0","0","0","0"
"652","4","三级通缉犯","6","0","0","0","0","0","0","0","0"
"653","0","公测名模","3","0","0","0","0","0","0","0","0"
"654","0","前辈不愧为前辈","2","0","0","0","0","0","0","0","0"
"655","0","绿林好汉·人字一号","1","0","0","0","0","0","0","0","0"
"656","0","绿林好汉·地字一号","1","0","0","0","0","0","0","0","0"
"657","0","绿林好汉·天字一号","1","0","0","0","0","0","0","0","0"
"658","0","江湖隐士·人字一号","2","0","0","0","0","0","0","0","0"
"659","0","江湖隐士·地字一号","2","0","0","0","0","0","0","0","0"
"660","0","奇人异士·人字一号","3","0","0","0","0","0","0","0","0"
"661","0","奇人异士·地字一号","3","0","0","0","0","0","0","0","0"
"662","0","奇人异士·天字一号","3","0","0","0","0","0","0","0","0"
"663","0","世外高人·人字一号","4","0","0","0","0","0","0","0","0"
"664","0","世外高人·地字一号","4","0","0","0","0","0","0","0","0"
"665","0","世外高人·天字一号","4","0","0","0","0","0","0","0","0"
"666"
"667"
"668"
"669","0","情缘古龙[GM]","2","0","0","0","0","0","0","0","0"
"670","0","兵器谱·霜雪剑","4","0","0","0","0","0","1","7","0"
"671","0","兵器谱·小李飞刀","4","0","0","0","0","0","1","7","0"
"672","0","兵器谱·灵犀指","4","0","0","0","0","0","1","7","0"
"673","0","兵器谱·沉帆掌","4","0","0","0","0","0","1","7","0"
"674","0","兵器谱·孤云剑","4","0","0","0","0","0","1","7","0"
"675","0","兵器谱·留香扇","4","0","0","0","0","0","1","7","0"
"676","0","兵器谱·谢氏神剑","4","0","0","0","0","0","1","7","0"
"677","0","兵器谱·圆月弯刀","4","0","0","0","0","0","1","7","0"
"678","0","兵器谱·割鹿刀","4","0","0","0","0","0","1","7","0"
"679","0","兵器谱·游龙剑","4","0","0","0","0","0","1","7","0"
"680","0","兵器谱·黑魔刀","3","0","0","0","0","0","1","7","0"
"681","0","兵器谱·燕氏神剑","3","0","0","0","0","0","1","7","0"
"682","0","兵器谱·明玉掌","3","0","0","0","0","0","1","7","0"
"683","0","兵器谱·子母龙凤环","3","0","0","0","0","0","1","7","0"
"684","0","兵器谱·剑掌","3","0","0","0","0","0","1","7","0"
"685","0","兵器谱·紫电剑","3","0","0","0","0","0","1","7","0"
"686","0","兵器谱·无锋剑","2","0","0","0","0","0","1","7","0"
"687","0","兵器谱·寒罡剑","2","0","0","0","0","0","1","7","0"
"688","0","兵器谱·冰弦剑","2","0","0","0","0","0","1","7","0"
"689","0","兵器谱·金龙鞭","2","0","0","0","0","0","1","7","0"
"690","0","兵器谱·天机棒","2","0","0","0","0","0","1","7","0"
"691","0","兵器谱·温柔刀","1","0","0","0","0","0","1","7","0"
"692","0","兵器谱·嗜骨扇","1","0","0","0","0","0","1","7","0"
"693","0","兵器谱·流云袖","1","0","0","0","0","0","1","7","0"
"694","0","兵器谱·飞刀","1","0","0","0","0","0","1","7","0"
"695","0","兵器谱·无名剑","1","0","0","0","0","0","1","7","0"
"696","0","兵器谱·流荧剑","1","0","0","0","0","0","1","7","0"
"697","0","兵器谱·忍刀","1","0","0","0","0","0","1","7","0"
"698","0","兵器谱·搜魂剑","1","0","0","0","0","0","1","7","0"
"699","0","兵器谱·流星剑","1","0","0","0","0","0","1","7","0"
"700","0","戏雪顽童","0","0","0","0","0","0","1","20","0"
"701","0","冰雪勇士","1","0","0","0","0","0","1","20","0"
"702","0","雪上飞侠","2","0","0","0","0","0","1","20","0"
"703","0","傲雪先锋","3","0","0","0","0","0","1","20","0"
"704","0","雪域高人","4","0","0","0","0","0","1","20","0"
"705","0","寻欢队","0","0","0","0","0","0","1","2","0"
"706","0","小凤队","0","0","0","0","0","0","1","2","0"
"707","0","留香队","0","0","0","0","0","0","1","2","0"
"708","0","晓峰队","0","0","0","0","0","0","1","2","0"
"709","0","崭露头角·状元","4","0","0","0","0","0","1","25","0"
"710","0","崭露头角·榜眼","3","0","0","0","0","0","1","25","0"
"711","0","崭露头角·探花","3","0","0","0","0","0","1","25","0"
"712","0","出类拔萃·状元","4","0","0","0","0","0","1","25","0"
"713","0","出类拔萃·榜眼","3","0","0","0","0","0","1","25","0"
"714","0","出类拔萃·探花","3","0","0","0","0","0","1","25","0"
"715","0","纵横江湖·状元","4","0","0","0","0","0","1","25","0"
"716","0","纵横江湖·榜眼","3","0","0","0","0","0","1","25","0"
"717","0","纵横江湖·探花","3","0","0","0","0","0","1","25","0"
"718","0","扬名立万·状元","4","0","0","0","0","0","1","25","0"
"719","0","扬名立万·榜眼","3","0","0","0","0","0","1","25","0"
"720","0","扬名立万·探花","3","0","0","0","0","0","1","25","0"
"721","0","天外飞仙·状元","4","0","0","0","0","0","1","25","0"
"722","0","天外飞仙·榜眼","3","0","0","0","0","0","1","25","0"
"723","0","天外飞仙·探花","3","0","0","0","0","0","1","25","0"
"724","0","中原小虾","1","0","0","0","0","0","0","0","0"
"725","0","江湖新星","1","0","0","0","0","0","0","0","0"
"726","0","名动一方","1","0","0","0","0","0","0","0","0"
"727","0","武林北斗","2","0","0","0","0","0","0","0","0"
"728","0","威震天下","2","0","0","0","0","0","0","0","0"
"729","0","盖世奇侠","3","0","0","0","0","0","0","0","0"
"730","0","世外高人","3","0","0","0","0","0","0","0","0"
"731","0","天外飞仙","4","0","0","0","0","0","0","0","0"
"732","0","剿恶先锋","4","0","0","0","0","0","1","5","0"
"800","0","同伴录·武林新秀","2","0","0","0","0","0","0","0","0"
"801","0","同伴录·武林王者","3","0","0","0","0","0","0","0","0"
"802","0","同伴录·武林至尊","4","0","0","0","0","0","0","0","0"
"803","0","武林鬼神","3","0","0","0","0","0","1","60","0"
"804","0","雄霸武林","3","0","0","0","0","0","1","60","0"
"805","0","武林至尊","3","0","0","0","0","0","1","60","0"
"806","0","天下至尊","3","0","0","0","0","0","1","60","0"
"807","0","梦古第一美女","4","0","0","0","0","0","0","0","0"
"808","0","梦古人气美女","4","0","0","0","0","0","0","0","0"
"809","0","梦古魅力美女","4","0","0","0","0","0","0","0","0"
"810","0","甜美萝莉","2","0","0","0","0","0","0","0","0"
"811","0","性感御姐","2","0","0","0","0","0","0","0","0"
"812","0","温婉佳人","2","0","0","0","0","0","0","0","0"
"813","0","人级第一","4","0","0","0","0","0","1","30","0"
"814","0","王级第一","4","0","0","0","0","0","1","30","0"
"815","0","皇级第一","4","0","0","0","0","0","1","30","0"
"816","0","地级第一","4","0","0","0","0","0","1","30","0"
"817","0","天级第一","4","0","0","0","0","0","1","30","0"
"818","0","圣级第一","4","0","0","0","0","0","1","30","0"
"819","0","神级第一","4","0","0","0","0","0","1","30","0"
"820","0","寂寞高手","4","0","0","0","0","0","1","30","0"
"821","0","名满天下","4","0","0","0","0","0","1","30","0"
"822","0","威震寰宇","4","0","0","0","0","0","1","30","0"
"823","0","名动千秋","4","0","0","0","0","0","1","30","0"
"824","0","震古烁今","4","0","0","0","0","0","1","30","0"
"825","0","独孤求败","4","0","0","0","0","0","1","30","0"
"826","0","天下无敌","4","0","0","0","0","0","1","30","0"
"827","0","梦古认证美女","3","0","0","0","0","0","0","0","0"
