"Mix_ProductID","Mix_ProductName","Mix_ProductDescription","Mix_ProductFunctionDes","Mix_skillLv","Mix_LiveSkllID","Mix_LiveSkllLV","Mix_ProductType","Mix_Quality","Mix_Materials01_Switch","Mix_Materials01","Mix_NumOfMaterials01","Mix_Materials02_Switch","Mix_Materials02","Mix_NumOfMaterials02","Mix_Materials03_Switch","Mix_Materials03","Mix_NumOfMaterials03","Mix_Materials04_Switch","Mix_Materials04","Mix_NumOfMaterials04","Mix_Materials05_Switch","Mix_Materials05","Mix_NumOfMaterials05","Mix_Materials06_Switch","Mix_Materials06","Mix_NumOfMaterials06","Mix_Materials07_Switch","Mix_Materials07","Mix_NumOfMaterials07","Mix_Materials08_Switch","Mix_Materials08","Mix_NumOfMaterials08","Mix_Output01","Mix_Output01_Number","Mix_Output02","Mix_Output02_Number","Mix_Output03","Mix_Output03_Number","Mix_Output04","Mix_Output04_Number","Mix_Output05","Mix_Output05_Number","Mix_Output06_EpicWeapon01","Mix_Output06_Number","Mix_Outpit07_EpicWeapon02","Mix_Output07_Number","Mix_Addon01","Mix_Addon02","Mix_Addon03","Mix_Addon04","Mix_Addon05","Mix_Addon06","Mix_Addon07","Mix_Addon08","Mix_Addon09","Mix_Addon10","Mix_Addon_Base","Mix_ConsumeTime","Mix_LUA","Mix_ConsumeType01","Mix_ConsumeAmount01","Mix_ConsumeType02","Mix_ConsumeAmount02","Mix_ConsumeType03","Mix_ConsumeAmount03","Mix_ConsumeType04","Mix_ConsumeAmount04"
"19","蛇皮鞭(10级)","以上等巨蟒蛇皮绞成的鞭子，又韧又劲，普通刀剑绝难毁其丝毫。","装备后增加攻击和命中等人物属性。","10","0","0","101","0","1","41020","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11041","1","11042","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","1000","0","0","0","0","0","0"
"20","牛筋索(20级)","以油浸的麻绳、药制的牛筋特制而成，抽打舞动起来啪啪作响。","装备后增加攻击和命中等人物属性。","20","0","0","101","0","1","41021","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11081","1","11082","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","2000","0","0","0","0","0","0"
"21","蚕丝鞭(30级)","丝本柔韧，配合深厚的内力驱动下，更是柔比蚕丝，坚若钢铁。","装备后增加攻击和命中等人物属性。","30","0","0","101","0","1","41022","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11121","1","11122","1","11123","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","3000","0","0","0","0","0","0"
"22","七节鞭(40级)","遇物即弯就缠，只抖一点，不抡一片。有结绳之柔软，钢鞭之坚硬。","装备后增加攻击和命中等人物属性。","40","0","0","101","0","1","41023","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11161","1","11162","1","11163","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","4000","0","0","0","0","0","0"
"23","巨长鞭(50级)","鞭身长得十分诡异，就像是长蛇般蜿蜒盘旋、红信吞吐，威力惊人。","装备后增加攻击和命中等人物属性。","50","0","0","101","0","1","41024","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11201","1","11202","1","11203","1","11204","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","5000","0","0","0","0","0","0"
"24","乌梢马鞭(60级)","温州皮硝李精制，把手上镶着粒比龙眼还大两分的明珠，熠熠生辉。","装备后增加攻击和命中等人物属性。","60","0","0","101","0","1","41025","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11241","1","11242","1","11243","1","11244","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","6000","0","0","0","0","0","0"
"25","竹节鞭(70级)","以纯度至高的白银精心打造，舞动时上下翻飞，灵活多变，可收可放。","装备后增加攻击和命中等人物属性。","70","0","0","101","0","1","41026","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11281","1","11282","1","11283","1","11284","1","11285","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","7000","0","0","0","0","0","0"
"26","乌丝长鞭(80级)","以珍稀猛禽的毛鬃制成的长鞭，黑中还带着一丝灵异闪光，十分诡异。","装备后增加攻击和命中等人物属性。","80","0","0","101","0","1","41027","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11321","1","11322","1","11323","1","11324","1","11325","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","8000","0","0","0","0","0","0"
"27","虎尾长鞭(90级)","样式奇特的长鞭，鞭头鞭梢粗细一致，运用时如猛虎剪尾，威力无穷。","装备后增加攻击和命中等人物属性。","90","0","0","101","0","1","41028","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11361","1","11362","1","11363","1","11364","1","11365","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","9000","0","0","0","0","0","0"
"28","乌骨长鞭(100级)","形状极为诡异的长鞭，鞭身、手柄呈青白色，竟是以白骨所制。","装备后增加攻击和命中等人物属性。","100","0","0","101","0","1","41029","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11401","1","11402","1","11403","1","11404","1","11405","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","10000","0","0","0","0","0","0"
"29","雷鞭(110级)","雷鞭老人的成名武器，正所谓：撇如晴空抽雷鞭，捺如流星曳天火。","装备后增加攻击和命中等人物属性。","110","0","0","101","0","1","41030","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11441","1","11442","1","11443","1","11444","1","11445","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","11000","0","0","0","0","0","0"
"30","蛇形鞭(120级)","郑思远的独门兵器，蛇形鞭身上还附着鳞片，硬中带软，软中有硬。","装备后增加攻击和命中等人物属性。","120","0","0","101","0","1","41031","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11481","1","11482","1","11483","1","11484","1","11485","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","12000","0","0","0","0","0","0"
"31","销魂索(130级)","以巨鲛皮混合天蚕丝、销魂花茎编织而成，索身水火不惧，刀枪不入。","装备后增加攻击和命中等人物属性。","130","0","0","101","0","1","41032","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11521","1","11522","1","11523","1","11524","1","11525","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","13000","0","0","0","0","0","0"
"32","七煞夺命鞭(140级)","由深山蟒皮经毒药泡制而成，稍有碰触毒气立即入肉蔓延，当场无救。","装备后增加攻击和命中等人物属性。","140","0","0","101","0","1","41033","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11561","1","11562","1","11563","1","11564","1","11565","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","14000","0","0","0","0","0","0"
"33","游魂丝(50级)","出自【武林外史】，极细的银丝，隔空取物、暗中取人性命，毫无声息，鬼神难测。","装备后增加攻击和命中等人物属性。","150","0","0","101","0","1","11204","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11230","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","15000","0","0","0","0","0","0"
"34","乌金丝(60级)","出自【午夜兰花】，波斯王宫中的镇宫宝物，黑中透亮，柔软细长，坚韧无比，水火不侵。","装备后增加攻击和命中等人物属性。","150","0","0","101","0","1","11244","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11270","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","20000","0","0","0","0","0","0"
"35","雷珠神火鞭(70级)","出自【浣花洗剑录】，王烈火的独门兵器，鞭身中淡淡地透出一股紫光，有如火云一般。","装备后增加攻击和命中等人物属性。","150","0","0","101","0","1","11284","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11310","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","25000","0","0","0","0","0","0"
"36","护花铃(80级)","出自【护花铃】，号称“惊虹掣电，夺命金铃”，其去如矢，其回如风，令敌措手不及。","装备后增加攻击和命中等人物属性。","150","0","0","101","0","1","11324","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11350","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","30000","0","0","0","0","0","0"
"37","古代匕首(10级)","据说是从波斯流落异地的千载古物，是对削金断玉、吹毛断发的利器。","装备后增加攻击和命中等人物属性。","10","0","0","105","0","1","41040","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12041","1","12042","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","1000","0","0","0","0","0","0"
"38","软灵剑(20级)","软剑之尊，舞动起来剑尖精芒可长可短，视持剑者的功力而定。","装备后增加攻击和命中等人物属性。","20","0","0","105","0","1","41041","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12081","1","12082","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","2000","0","0","0","0","0","0"
"39","七巧同心剑(30级)","无论长短宽窄重量形式剑质打造火候，以及零件都完全一样的同心剑。","装备后增加攻击和命中等人物属性。","30","0","0","105","0","1","41042","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12121","1","12122","1","12123","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","3000","0","0","0","0","0","0"
"40","吴钩剑(40级)","玄铁之刃不但锋利无比，奇特的钩状剑头在招式上更是灵动诡异。","装备后增加攻击和命中等人物属性。","40","0","0","105","0","1","41043","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12161","1","12162","1","12163","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","4000","0","0","0","0","0","0"
"41","追月弧形剑(50级)","一对以镔铁打造的诡异双剑，剑身宛如悬挂着漆黑夜空的半弧明月。","装备后增加攻击和命中等人物属性。","50","0","0","105","0","1","41044","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12201","1","12202","1","12203","1","12204","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","5000","0","0","0","0","0","0"
"42","八方铜剑(60级)","古朴的剑身虽然没有摄目的光芒，但寒气逼人肌肤，让人不敢直视。","装备后增加攻击和命中等人物属性。","60","0","0","105","0","1","41045","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12241","1","12242","1","12243","1","12244","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","6000","0","0","0","0","0","0"
"43","无双短剑(70级)","一双能入石三分的短剑，唐朝名剑客公孙大娘传承下来的绝世宝剑。","装备后增加攻击和命中等人物属性。","70","0","0","105","0","1","41046","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12281","1","12282","1","12283","1","12284","1","12285","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","7000","0","0","0","0","0","0"
"44","丧门剑(80级)","闪动着青色的剑，纵使普通摆放也暗透寒气，使人不寒而栗。","装备后增加攻击和命中等人物属性。","80","0","0","105","0","1","41047","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12321","1","12322","1","12323","1","12324","1","12325","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","8000","0","0","0","0","0","0"
"45","断肠剑(90级)","以青钢经七七四十一道工序制成，状似匕首，是恐怖和死亡的象征。","装备后增加攻击和命中等人物属性。","90","0","0","105","0","1","41048","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12361","1","12362","1","12363","1","12364","1","12365","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","9000","0","0","0","0","0","0"
"46","昆仑雪剑(100级)","昆仑的镇派宝剑，正如昆仑山上的白雪一样，剑身晶莹，寒光闪闪。","装备后增加攻击和命中等人物属性。","100","0","0","105","0","1","41049","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12401","1","12402","1","12403","1","12404","1","12405","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","10000","0","0","0","0","0","0"
"47","七星剑(110级)","形式古雅，剑身上按北斗七星之势镶有宝石，世间不可多得的宝剑。","装备后增加攻击和命中等人物属性。","110","0","0","105","0","1","41050","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12441","1","12442","1","12443","1","12444","1","12445","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","11000","0","0","0","0","0","0"
"48","八卦剑(120级)","剑身长而宽，黄铜剑锷，却丝毫不感沉重，且比寻常双剑更威猛霸道。","装备后增加攻击和命中等人物属性。","120","0","0","105","0","1","41051","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12481","1","12482","1","12483","1","12484","1","12485","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","12000","0","0","0","0","0","0"
"49","太平剑(130级)","通身青光闪闪，宛似一泓秋水，寒光逼人毫发，切金断玉，削铁如泥。","装备后增加攻击和命中等人物属性。","130","0","0","105","0","1","41052","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12521","1","12522","1","12523","1","12524","1","12525","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","13000","0","0","0","0","0","0"
"50","黑白双蛇剑(140级)","黑剑漆黑细长，白剑却如白虹般眩人眼目，一黑一白，夺人心魄。","装备后增加攻击和命中等人物属性。","140","0","0","105","0","1","41053","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12561","1","12562","1","12563","1","12564","1","12565","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","14000","0","0","0","0","0","0"
"51","银玲剑(50级)","出自【名剑风流】，以寒铁经七七四十九日煅制而成，破空之声犹如铃铛一般不绝于耳。","装备后增加攻击和命中等人物属性。","150","0","0","105","0","1","12204","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12230","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","15000","0","0","0","0","0","0"
"52","照胆剑(60级)","出自【鬼恋传奇】，剑长三尺有余，剑锷宝石隐约浮动两个古文篆体，是为“照胆”也。","装备后增加攻击和命中等人物属性。","150","0","0","105","0","1","12244","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12270","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","20000","0","0","0","0","0","0"
"53","菱花剑(70级)","出自【名剑风流】，舞动时剑光迅急辛辣，专破金钟罩类气功，而且还是道身罡气的克星。","装备后增加攻击和命中等人物属性。","150","0","0","105","0","1","12284","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12310","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","25000","0","0","0","0","0","0"
"54","鱼肠剑(80级)","出自【多情剑客无情剑】，藏剑山庄的藏宝，相传为欧冶子所铸，剑之文理曲若鱼肠，故名鱼肠。","装备后增加攻击和命中等人物属性。","150","0","0","105","0","1","12324","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12350","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","30000","0","0","0","0","0","0"
"55","紫金软剑(10级)","剑薄而细，柔中带刚，若非武学上有比较高深的造诣，实难使用此剑。","装备后增加攻击和命中等人物属性。","10","0","0","104","0","1","41060","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13041","1","13042","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","1000","0","0","0","0","0","0"
"56","精钢软剑(20级)","以精钢打造而成的软剑，屈伸如意，甚至可以当作腰带围在腰间。","装备后增加攻击和命中等人物属性。","20","0","0","104","0","1","41061","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13081","1","13082","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","2000","0","0","0","0","0","0"
"57","松纹七星古剑(30级)","剑鞘刻有北斗七星图案，剑身上有松树纹，惟武当掌门可配的宝剑。","装备后增加攻击和命中等人物属性。","30","0","0","104","0","1","41062","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13121","1","13122","1","13123","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","3000","0","0","0","0","0","0"
"58","青萍剑(40级)","青萍剑客宋令公之宝剑，万载菩提木所制，坚逾金钢，可避百邪。","装备后增加攻击和命中等人物属性。","40","0","0","104","0","1","41063","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13161","1","13162","1","13163","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","4000","0","0","0","0","0","0"
"59","血剑(50级)","削铁如泥的神兵利器，通剑赤红如血，两指一弹龙吟之声响彻云霄。","装备后增加攻击和命中等人物属性。","50","0","0","104","0","1","41064","1","2","41430","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13201","1","13202","1","13203","1","13204","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","5000","0","0","0","0","0","0"
