"Mix_ProductID","Mix_ProductName","Mix_ProductDescription","Mix_ProductFunctionDes","Mix_skillLv","Mix_LiveSkllID","Mix_LiveSkllLV","Mix_ProductType","Mix_Quality","Mix_Materials01_Switch","Mix_Materials01","Mix_NumOfMaterials01","Mix_Materials02_Switch","Mix_Materials02","Mix_NumOfMaterials02","Mix_Materials03_Switch","Mix_Materials03","Mix_NumOfMaterials03","Mix_Materials04_Switch","Mix_Materials04","Mix_NumOfMaterials04","Mix_Materials05_Switch","Mix_Materials05","Mix_NumOfMaterials05","Mix_Materials06_Switch","Mix_Materials06","Mix_NumOfMaterials06","Mix_Materials07_Switch","Mix_Materials07","Mix_NumOfMaterials07","Mix_Materials08_Switch","Mix_Materials08","Mix_NumOfMaterials08","Mix_Output01","Mix_Output01_Number","Mix_Output02","Mix_Output02_Number","Mix_Output03","Mix_Output03_Number","Mix_Output04","Mix_Output04_Number","Mix_Output05","Mix_Output05_Number","Mix_Output06_EpicWeapon01","Mix_Output06_Number","Mix_Output07_EpicWeapon02","Mix_Output07_Number","Mix_Addon01","Mix_Addon02","Mix_Addon03","Mix_Addon04","Mix_Addon05","Mix_Addon06","Mix_Addon07","Mix_Addon08","Mix_Addon09","Mix_Addon10","Mix_Addon_Base","Mix_ConsumeTime","Mix_LUA","Mix_ConsumeType01","Mix_ConsumeAmount01","Mix_ConsumeType02","Mix_ConsumeAmount02","Mix_ConsumeType03","Mix_ConsumeAmount03","Mix_ConsumeType04","Mix_ConsumeAmount04"
"11","陈年老窖（40级）","口感温柔纯正，饮之缠绵悱恻，余香缭绕。","功效：饮用后增加酒量经验30，增加酒意0.8×品质，喝酒冷却时间18分钟。不能在战斗中饮用。","0","367","40","6","1","1","34301","3","1","34302","1","1","34308","1","1","34309","1","0","0","0","0","0","0","0","0","0","0","0","0","34100","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","5","0","1","53","0","0","0","0","0","0"
"12","红花蜜露酒（43级）","用红花的花蜜和露水酿制而成，味道香甜可口。","饮用后增加酒意1.0×品质，出现醉酒状态。只能在战斗中饮用。","0","367","43","6","1","1","34301","3","1","34307","1","1","34304","1","1","34306","1","0","0","0","0","0","0","0","0","0","0","0","0","34110","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","5","0","1","57","0","0","0","0","0","0"
"13","甘草白果酒（46级）","用甘草、白果等原料酿制而成，味道芳香醇厚，入口丝甜。","功效：饮用后增加酒量经验40，增加酒意0.8×品质，喝酒冷却时间23分钟。不能在战斗中饮用。","0","367","46","6","1","1","34301","3","1","34305","1","1","34310","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34120","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","5","0","1","61","0","0","0","0","0","0"
"14","陈年汾酒（49级）","清香纯正，余味爽净而清香。","饮用后增加酒意0.5×品质。只能在战斗中饮用。","0","367","49","6","1","1","34301","3","1","34309","1","1","34308","1","1","34310","1","0","0","0","0","0","0","0","0","0","0","0","0","34130","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","5","0","1","65","0","0","0","0","0","0"
"15","波斯葡萄酒（52级）","产自异域的美酒，芳香酷烈，味兼醍醐。","功效：饮用后增加酒量经验50，增加酒意0.9×品质，喝酒冷却时间28分钟。不能在战斗中饮用。","0","367","52","6","1","1","34301","3","1","34313","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34140","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","5","0","1","65","0","0","0","0","0","0"
"16","玫瑰露（55级）","以玫瑰花瓣及甘泉酿制，浓郁清香。","饮用后增加酒意0.9×品质，出现醉酒状态或眩晕状态。只能在战斗中饮用。","0","367","55","6","1","1","34301","4","1","34314","1","1","34304","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34150","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","5","0","1","65","0","0","0","0","0","0"
"17","老花雕（58级）","浓香袅袅，醇厚绵长。","功效：饮用后增加酒量经验60，增加酒意1.0×品质，喝酒冷却时间30分钟。不能在战斗中使用。","0","367","58","6","1","1","34301","4","1","34308","2","1","34302","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34160","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","5","0","1","65","0","0","0","0","0","0"
"18","女儿红（61级）","色如琥珀，澄黄透明，味比琼浆，醇厚甘鲜。","饮用后增加酒意0.8×品质，较大几率出现眩晕状态，一定几率出现醉酒状态，较小几率出现醉拳状态。只能在战斗中饮用。","0","367","61","6","1","1","34301","4","1","34311","1","1","34315","1","1","34316","1","0","0","0","0","0","0","0","0","0","0","0","0","34170","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","5","0","1","65","0","0","0","0","0","0"
"19","莲花白（64级）","酒色如莲之初放，味甘冽纯正。","饮用后增加酒意1.0×品质，降低自身防御持续到战斗结束。只能在战斗中饮用。","0","367","64","6","1","1","34301","4","1","34312","1","1","34310","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34180","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","5","0","1","65","0","0","0","0","0","0"
"20","月桂冠（67级）","浓浓桂花香味，入口丝甜。","饮用后增加酒意1.0×品质，降低自身内功持续到战斗结束。只能在战斗中饮用。","0","367","67","6","1","1","34301","5","1","34317","1","1","34305","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34190","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","5","0","1","65","0","0","0","0","0","0"
"21","竹叶青（70级）","芳香醇厚，入口甜绵而微苦。","功效：饮用后增加酒量经验70，增加酒意1.0×品质，喝酒冷却时间25分钟。不能在战斗中饮用。","0","367","70","6","1","1","34301","5","1","34318","1","1","34316","1","1","34320","1","0","0","0","0","0","0","0","0","0","0","0","0","34200","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","5","0","1","65","0","0","0","0","0","0"
"22","八色案酒（73级）","中原特制的劲酒、醇香馥郁、入口柔绵。","饮用后增加酒意0.9×品质，较大几率出现眩晕状态，一定几率会中毒，较小几率出现醉拳状态。只能在战斗中饮用。","0","367","73","6","1","1","34301","5","1","34311","1","1","34308","1","1","34319","1","0","0","0","0","0","0","0","0","0","0","0","0","34210","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","5","0","1","65","0","0","0","0","0","0"
"23","孔雀开屏酒（76级）","酒色变幻如孔雀开屏。","饮用后增加酒意1.0×品质，较大几率出现眩晕状态，一定几率出现醉拳状态。只能在战斗中饮用。","0","367","76","6","1","1","34301","5","1","34318","1","1","34309","1","1","34319","1","0","0","0","0","0","0","0","0","0","0","0","0","34220","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","5","0","1","65","0","0","0","0","0","0"
