"itemset_id","name","count","STR","CON","STA","AGI","SPR","ATK","DEF","HIT","EVA","POW","SPD","bat_attrib","ratio","MaxHP","MaxSP","MaxVP","skill_ids","item_ids"
"202","薛家庄套装","6","0","0","0","0","0","45","34","36","20","34","5","0","0","14","7","0","","44021|44022|44023|44024|44025|44026|44027|44030|44031|44032|44033|44034|44035|44036|44037|44038|44039"
"203","万梅山庄套装","6","0","0","0","0","0","60","45","48","27","45","6","0","0","27","18","0","","44041|44042|44043|44044|44045|44046|44047|44050|44051|44052|44053|44054|44055|44056|44057|44058|44059"
"204","神剑山庄套装","6","0","0","0","0","0","50","38","40","23","38","5","0","0","15","8","0","","44061|44062|44063|44064|44065|44066|44067|44070|44071|44072|44073|44074|44075|44076|44077|44078|44079"
"301","《长生剑》套装","6","0","0","0","0","0","5","4","4","2","4","1","0","0","2","1","0","4000","45001|45002|45003|45004|45005|45006|45007|45010|45011|45012|45013|45014|45015|45016|45017|45018|45019"
"302","《碧玉刀》套装","6","0","0","0","0","0","10","8","8","5","8","1","0","0","3","2","0","4010","45021|45022|45023|45024|45025|45026|45027|45030|45031|45032|45033|45034|45035|45036|45037|45038|45039"
"303","《孔雀翎》套装","6","0","0","0","0","0","15","11","12","7","11","2","0","0","5","2","0","4030","45041|45042|45043|45044|45045|45046|45047|45050|45051|45052|45053|45054|45055|45056|45057|45058|45059"
"304","《多情环》套装","6","0","0","0","0","0","20","15","16","9","15","2","0","0","6","3","0","4051","45061|45062|45063|45064|45065|45066|45067|45070|45071|45072|45073|45074|45075|45076|45077|45078|45079"
"305","《霸王枪》套装","6","0","0","0","0","0","25","19","20","11","19","3","0","0","8","4","0","4053","45081|45082|45083|45084|45085|45086|45087|45090|45091|45092|45093|45094|45095|45096|45097|45098|45099"
"306","《离别钩》套装","6","0","0","0","0","0","30","23","24","14","23","3","0","0","9","5","0","4041","45101|45102|45103|45104|45105|45106|45107|45110|45111|45112|45113|45114|45115|45116|45117|45118|45119"
"307","《情人箭》套装","6","0","0","0","0","0","35","26","28","16","26","4","0","0","11","5","0","4043","45121|45122|45123|45124|45125|45126|45127|45130|45131|45132|45133|45134|45135|45136|45137|45138|45139"
"308","《血鹦鹉》套装","6","0","0","0","0","0","40","30","32","18","30","4","0","0","12","6","0","4055","45141|45142|45143|45144|45145|45146|45147|45150|45151|45152|45153|45154|45155|45156|45157|45158|45159"
"309","《湘妃剑》套装","6","0","0","0","0","0","45","34","36","20","34","5","0","0","14","7","0","4060","45161|45162|45163|45164|45165|45166|45167|45170|45171|45172|45173|45174|45175|45176|45177|45178|45179"
"310","《护花铃》套装","6","0","0","0","0","0","50","38","40","23","38","5","0","0","15","8","0","4005","45181|45182|45183|45184|45185|45186|45187|45190|45191|45192|45193|45194|45195|45196|45197|45198|45199"
"311","《失魂引》套装","6","0","0","0","0","0","55","41","44","25","41","6","0","0","17","8","0","4023","45201|45202|45203|45204|45205|45206|45207|45210|45211|45212|45213|45214|45215|45216|45217|45218|45219"
"401","玄器护体","1","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","","50600|50610|50620|50630|50640|50650|50660|50670|50680|50690"
"402","玄器护体","1","0","0","0","0","0","0","0","0","0","0","0","3","6","0","0","0","","50601|50611|50621|50631|50641|50651|50661|50671|50681|50691"
"403","玄器护体","1","0","0","0","0","0","0","0","0","0","0","0","3","8","0","0","0","","50602|50612|50622|50632|50642|50652|50662|50672|50682|50692"
"404","玄器护体","1","0","0","0","0","0","0","0","0","0","0","0","3","10","0","0","0","","50603|50613|50623|50633|50643|50653|50663|50673|50683|50693"
"405","玄器护体","1","0","0","0","0","0","0","0","0","0","0","0","3","12","0","0","0","","50604|50614|50624|50634|50644|50654|50664|50674|50684|50694"
"406","玄器护体","1","0","0","0","0","0","0","0","0","0","0","0","3","14","0","0","0","","50605|50615|50625|50635|50645|50655|50665|50675|50685|50695"
"407","玄器护体","1","0","0","0","0","0","0","0","0","0","0","0","3","16","0","0","0","","50606|50616|50626|50636|50646|50656|50666|50676|50686|50696"
"408","真·血饰护体","1","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","","27535|27536|27537|27538|27539|27540|27541|27542|27543|27544|27545|27546|27547|27548|27549|27550|27551|27552|27553|27554|27555|27556|27557|27558|27559|27560|27561|27562|27563|27564"
"409","真·血饰护体","1","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","","27565|27566|27567|27568|27569|27570|27571|27572|27573|27574|27575|27576|27577|27578|27579|27580|27581|27582|27583|27584|27585|27586|27587|27588|27589|27590|27591|27592|27593|27594"
"410","真·血饰护体","1","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","","27595|27596|27597|27598|27599|27600|27601|27602|27603|27604|27605|27606|27607|27608|27609|27610|27611|27612|27613|27614|27615|27616|27617|27618|27619|27620|27621|27622|27623|27624"
"411","真·血饰护体","1","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","","27625|27626|27627|27628|27629|27630|27631|27632|27633|27634|27635|27636|27637|27638|27639|27640|27641|27642|27643|27644|27645|27646|27647|27648|27649|27650|27651|27652|27653|27654"
"412","真·血饰护体","1","0","0","0","0","0","0","0","0","0","0","0","3","5","0","0","0","","27655|27656|27657|27658|27659|27660|27661|27662|27663|27664|27665|27666|27667|27668|27669|27670|27671|27672|27673|27674|27675|27676|27677|27678|27679|27680|27681|27682|27683|27684"
"413","真·血饰护体","1","0","0","0","0","0","0","0","0","0","0","0","3","6","0","0","0","","27685|27686|27687|27688|27689|27690|27691|27692|27693|27694|27695|27696|27697|27698|27699|27700|27701|27702|27703|27704|27705|27706|27707|27708|27709|27710|27711|27712|27713|27714"
"414","真·血饰护体","1","0","0","0","0","0","0","0","0","0","0","0","3","7","0","0","0","","27715|27716|27717|27718|27719|27720|27721|27722|27723|27724|27725|27726|27727|27728|27729|27730|27731|27732|27733|27734|27735|27736|27737|27738|27739|27740|27741|27742|27743|27744"
"415","真·血饰护体","1","0","0","0","0","0","0","0","0","0","0","0","3","8","0","0","0","","27745|27746|27747|27748|27749|27750|27751|27752|27753|27754|27755|27756|27757|27758|27759|27760|27761|27762|27763|27764|27765|27766|27767|27768|27769|27770|27771|27772|27773|27774"
"416","真·血饰护体","1","0","0","0","0","0","0","0","0","0","0","0","3","9","0","0","0","","27775|27776|27777|27778|27779|27780|27781|27782|27783|27784|27785|27786|27787|27788|27789|27790|27791|27792|27793|27794|27795|27796|27797|27798|27799|27800|27801|27802|27803|27804"
"417","真·血饰护体","1","0","0","0","0","0","0","0","0","0","0","0","3","10","0","0","0","","27538|27543|27548|27553|27558|27563"
"418","真·血饰护体","1","0","0","0","0","0","0","0","0","0","0","0","3","11","0","0","0","","27835|27836|27837|27838|27839|27840|27841|27842|27843|27844|27845|27846|27847|27848|27849|27850|27851|27852|27853|27854|27855|27856|27857|27858|27859|27860|27861|27862|27863|27864"
"419","真·血饰护体","1","0","0","0","0","0","0","0","0","0","0","0","3","12","0","0","0","","27865|27866|27867|27868|27869|27870|27871|27872|27873|27874|27875|27876|27877|27878|27879|27880|27881|27882|27883|27884|27885|27886|27887|27888|27889|27890|27891|27892|27893|27894"
"420","真·血饰护体","1","0","0","0","0","0","0","0","0","0","0","0","3","13","0","0","0","","27895|27896|27897|27898|27899|27900|27901|27902|27903|27904|27905|27906|27907|27908|27909|27910|27911|27912|27913|27914|27915|27916|27917|27918|27919|27920|27921|27922|27923|27924"
"421","真·血饰护体","1","0","0","0","0","0","0","0","0","0","0","0","3","14","0","0","0","","27925|27926|27927|27928|27929|27930|27931|27932|27933|27934|27935|27936|27937|27938|27939|27940|27941|27942|27943|27944|27945|27946|27947|27948|27949|27950|27951|27952|27953|27954"
"422","真·血饰护体","1","5","5","5","5","5","100","100","150","180","90","50","3","15","600","200","0","","27539|27544|27549|27554|27559|27564"
"423","套装效果:变身","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64150","63054|63059"
"424","套装效果:逆鳞","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64160","63055|63061"
"425","套装效果:定心术","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64220","63056|63062"
"426","套装效果:佛法无边","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64111","63057|63058"
"430","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","1","10","0","0","0","","80506"
"431","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64230","80500"
"432","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64240","80508"
"433","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64250","80512"
"434","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64260","80504"
"435","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64270","80509"
"436","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64280","80503"
"437","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64290","80511"
"438","法宝效果防","1","0","0","0","0","0","0","0","0","0","0","0","2","10","0","0","0","","80507"
"439","法宝效果血","1","0","0","0","0","0","0","0","0","0","0","0","3","10","0","0","0","","80501"
"440","法宝效果蓝","1","0","0","0","0","0","0","0","0","0","0","0","4","10","0","0","0","","180506"
"441","法宝效果灵","1","0","0","0","0","0","0","0","0","0","0","0","5","10","0","0","0","","80505"
"442","法宝效果速","1","0","0","0","0","0","0","0","0","0","0","0","6","10","0","0","0","","80502"
"443","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64140","80510"
"451","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64300","80600"
"452","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64310","80608"
"453","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64320","80612"
"454","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64330","80604"
"455","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64340","80609"
"456","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64350","80603"
"457","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64360","80611"
"458","法宝效果防","1","0","0","0","0","0","0","0","0","0","0","0","2","20","0","0","0","64390","80607"
"459","法宝效果血","1","0","0","0","0","0","0","0","0","0","0","0","3","30","0","0","0","64370","80601"
"460","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","1","15","0","0","0","64397","80606"
"461","法宝效果灵","1","0","0","0","0","0","0","0","0","0","0","0","5","15","0","0","0","64380","80605"
"462","法宝效果速","1","0","0","0","0","0","0","0","0","0","0","0","6","30","0","0","0","","80602"
"463","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64395","80610"
"464","法宝效果血","1","0","0","0","0","0","0","0","0","0","0","0","3","40","0","0","0","64370","80801"
"465","法宝效果速","1","0","0","0","0","0","0","0","0","0","0","0","6","40","0","0","0","","80802"
"466","法宝效果灵","1","0","0","0","0","0","0","0","0","0","0","0","5","25","0","0","0","64380","80805"
"467","法宝效果","1","0","0","0","0","0","0","0","0","0","0","0","1","25","0","0","0","64397","80806"
"468","法宝效果防","1","0","0","0","0","0","0","0","0","0","0","0","2","30","0","0","0","64390","80807"
"469","土豪套装","5","50","50","50","50","50","200","200","150","200","100","100","2","22","600","200","0","64150 | 64160 | 64220","404000|404001|404002|404003|404004|404005|404006|404007|404008|404009|404010|404011|404012|404013|404014|404015|404016|404017"
"470","子母套装","2","100","100","100","100","100","200","200","150","200","100","100","3","25","600","200","0","64150 | 64160 | 64220","404018|404019"
"471","天下第一（攻）","6","200","200","200","200","200","200","400","400","400","400","400","1","25","1000","500","0","64150 | 64160 | 64220","404000|404001|404002|404003|404004|404005|404006|404007|404008|404009|404010|404011|404012|404013|404014|404015|404016|404017"
"472","天下第一（法）","6","200","200","200","200","200","200","400","400","400","400","400","5","25","1000","500","0","64150 | 64160 | 64220","404000|404001|404002|404003|404004|404005|404006|404007|404008|404009|404010|404011|404012|404013|404014|404015|404016|404017"
"473","天下第一（防）","6","200","200","200","200","200","200","400","400","400","400","400","2","25","1000","500","0","64150 | 64160 | 64220","404000|404001|404002|404003|404004|404005|404006|404007|404008|404009|404010|404011|404012|404013|404014|404015|404016|404017"
